id,station_name,code,longitude,latitude,elevation,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
43466,COLOMBO,3,79.87,6.9,7,2018,10,24.6,24,23.8,25.2,25.2,25.3,24,24.7,24.3,24.3,25.3,25.4,24.6,24.1,25.4,25.5,23.5,23.5,24.5,23.5,23.5,24.7,23.8,24.3,24.5,23.8,24.2,25.1,25.8,25.3,26.7
43466,COLOMBO,3,79.87,6.9,7,2018,11,24.1,24.1,24.1,24.3,25.1,22.5,23.3,24.5,24.1,23.5,22.9,24,23.7,24,24.3,25.6,25.2,23.8,24.1,23.9,24.5,24.1,25.5,23.6,23.7,24.2,24.3,25.3,23.8,23.7,
43466,COLOMBO,3,79.87,6.9,7,2018,12,23.1,23.2,24.3,23.7,24.6,24.2,23.9,24.7,25.1,24.6,23.8,22.6,24.1,23.4,24,24.1,21.4,23.1,24.1,24.1,25,24.1,23.8,23.5,24,24.6,23.6,23.5,23.9,23,23.5
43466,COLOMBO,3,79.87,6.9,7,2019,1,23.4,23.1,23.1,22.5,23.5,22.8,22.8,23.6,23.8,24,24.8,24.5,24.2,24.1,23.9,24.3,23.2,23.1,22.2,22.3,22.7,22.6,22.5,24.4,25.4,24.9,24.3,24.1,22.9,23.2,23.4
43466,COLOMBO,3,79.87,6.9,7,2019,2,24.5,24.5,25.4,25.5,24.1,24.6,24,26.1,25.4,23.5,24.4,24.3,25,25,25.4,25.1,24.2,26.1,25.5,24.4,24,24.7,23.4,23.8,24.8,25.6,26.1,25.2,,,
43466,COLOMBO,3,79.87,6.9,7,2019,3,25.9,25.1,25.1,24,25.5,27.2,26.1,26,25.9,24.4,24.8,25,25.2,26.2,26,25.6,25.7,25.1,23.3,25.3,25.7,25.4,26.5,24.6,25.9,25.6,25.3,25.5,25.1,25.8,25.6
43466,COLOMBO,3,79.87,6.9,7,2019,4,25.5,25.4,25.9,25.9,26.1,25.6,26.8,27.1,27,26.2,27.3,26.1,26.5,26.8,25.9,25.1,25.6,24.2,26.3,25.7,25.1,25.3,25.3,24.5,25.7,23.8,26.8,27,24.6,25.3,
43466,COLOMBO,3,79.87,6.9,7,2019,5,26.5,26.6,27.9,26.1,26.6,26.6,26.4,28.7,28.3,28.2,27.8,25.6,27.8,27.4,26.7,27.4,26.1,26.4,25.7,27.2,26.5,24.4,24.6,24.2,25,25.3,26.6,28.4,28.4,26.6,26.3
43466,COLOMBO,3,79.87,6.9,7,2019,6,25.2,27.6,26.9,24.4,25.4,26.6,26.6,25,24.9,23.6,24.6,24.5,24.9,23.2,24,27,27.7,28.3,28.3,28.5,27.4,25.4,24.6,26.5,27.1,27.8,27.6,27.8,28,27.9,
43466,COLOMBO,3,79.87,6.9,7,2019,7,27.9,27.7,26.4,26.9,26.6,27.7,27.1,26.4,26.1,24.2,25,25.8,24.3,24,24.2,26.5,27.3,27,26.5,25.9,26.6,26.7,25.9,25.4,25.6,26.7,26.7,27.1,27,25.6,26
43466,COLOMBO,3,79.87,6.9,7,2019,8,27.6,25.9,27.6,25.7,27.5,27.4,27.7,23.3,23.4,24.2,23.6,25.4,27,25.4,26.7,27.2,26.7,25.8,25.6,25.5,24.4,23.9,23.4,23.9,24.9,23.3,24.4,24.6,24.3,25.2,25.7
43466,COLOMBO,3,79.87,6.9,7,2019,9,24.9,24.8,25.8,26,26.9,25.7,27.1,27.2,27.6,26.5,27.1,23.8,24.1,24.4,24.6,23.4,23.6,25.6,25.3,24.3,24.7,24.2,25.5,22.9,23.2,22.2,24.1,23.2,22.3,23.6,
43466,COLOMBO,3,79.87,6.9,7,2019,10,22.6,23,24.5,23.1,24.5,24,22.8,23.4,25.3,25.8,24.4,23.3,23.6,23.7,24.3,24,23.6,23.9,23.9,23.8,24.2,23.6,23.9,23.8,23.4,24,24.4,23.4,23.5,23.4,23
43466,COLOMBO,3,79.87,6.9,7,2019,11,23.4,24.2,22.4,23.2,24.1,24.7,25.6,23.5,24.6,24.3,24,24.1,23.9,24.6,25.4,24.4,23.2,24.2,23.7,23.8,23.6,24.4,23.4,23.3,24.6,23.3,23.4,24.6,24.6,23.9,
43466,COLOMBO,3,79.87,6.9,7,2019,12,23.3,24,24.8,24.6,23.9,23.7,25.2,23.2,24.1,23.8,23.2,23.8,24,24.2,23.6,23.7,23.3,24.5,24.6,24.1,23.2,24.5,24.6,24.4,24.3,24.5,23.4,23.6,23.5,23.6,24.3
43466,COLOMBO,3,79.87,6.9,7,2020,1,25.4,24.4,23.9,25.3,24.1,24.5,24.5,25.6,23.2,23.1,23.3,24.3,24.3,22.6,21.5,22.6,24,25.2,24.8,25.2,25.2,25.5,25.2,25,24.4,24.3,23.3,22.8,22.5,24.5,24.3
43466,COLOMBO,3,79.87,6.9,7,2020,2,24,24.6,23.9,24.8,25.6,25,24.5,24.2,24.2,23.1,23.7,25.4,26,25.7,25.9,25.8,25.9,24,23.2,24.2,25.9,26.7,25.5,24.8,25.6,26.3,26.6,25.2,25.8,,
